facility_name,x,y,address
Order Of Owls / Nest #1091,-79.833969,40.618845,725 Little Deer Creek Valley Road PA 15076
King’s Lounge Restaurant & Bar,-79.981119,40.35726,4604 Clairton  Boulevard PA 15236
Charleys Cheesesteaks,-79.7787945,40.367835,1903 Lincoln  Highway PA 15137
The Coffee Village,-80.182548,40.54059,417 Walnut Street PA 15143
Eden Park Roller Rink,-79.8369885,40.327821,428 Eden Park Blvd PA 15132
Kennywood / Primanti Bros.,-79.8650325,40.38543,4800 Kennywood Boulevard PA 15122
Golden Gai,-79.9149645,40.456359,116 Bakery Square Boulevard PA 15206
Schenley Scoops,-79.9530705,40.443057,4212 Forbes Avenue PA 15213
De Fer Coffee & Tea,-79.982307,40.466754,1800 Rialto Street PA 15212
Peppi's,-80.017533,40.451598,927 Western Avenue PA 15233
American Legion Post #600 / Oakmont,-79.841115,40.520214,650 Isabella Street PA 15139
Laser Storm,-80.0181405,40.5468,7715 McKnight Road PA 15237
Cole's Wexford Hotel Bar,-80.0559045,40.625613,161 Church Road PA 15090
Oaks Theater,-79.8428115,40.515597,310 Allegheny River Boulevard PA 15139
Willees Tavern,-79.9959645,40.671243,11150 Babcock Boulevard PA 15044
Panera Bread #202348,-80.2223955,40.501062,9898 University  Boulevard PA 15108
Fornello Pizzeria,-79.9758045,40.494924,1256 Evergreen Road PA 15209
Pesaro’s Pizza,-79.950303,40.483098,5424 Butler Street PA 15201
Emil's Cafe,-79.880364,40.413384,414 Hawkins Avenue PA 15104
My Kabab,-80.035578,40.547934,1130 Perry  Highway PA 15237
Grant Bar,-79.969662,40.478337,114 Grant Avenue PA 15209
Hotel Richland Restaurant,-79.9446500863488,40.6189072642328,5370 Wm Flynn Hwy PA 15044
Mezcal Mexican Cantina,-79.9608915,40.47012,4123 Butler Street PA 15201
Whiskey B's Bar & Kitchen,-80.002422,40.440132,5 Market Square PA 15222
Kentucky Fried Chicken #625173,-79.829109,40.539537,1 Landings Drive PA 15238
Starbucks Coffee #73983 @ UPMC Passavant,-80.014194,40.573242,9100 Babcock Boulevard PA 15237
Michael's Lounge,-80.07669,40.469508,331 Singer  Avenue PA 15136
Tropical Smoothie Cafe,-79.981677,40.366485,507 Towne Square Way PA 15227
The Promise Center of Homewood,-79.849168406,40.3747738000001,7825 Hamilton Avenue PA 15208
Sammy's Pizza,-80.053137,40.430142,2145 Noblestown Road PA 15205
ConnectiveRx Coffee Shop,-80.1879795,40.451499,6000 Park Lane PA 15275
PGH Eatz,-79.7448375,40.477761,100A Boyce Park  Drive PA 15239
Mezze,-79.9335405,40.45716,5700 Centre Avenue PA 15206
Honeygrow,-79.773111,40.438836,3979 William Penn  Highway PA 15146
Villa Reale Pizzeria & Restaurant,-79.997004,40.442166,628 Smithfield Street PA 15222
Novo Asian Food Hall / Mola 2,-79.98498,40.451868,1931 Smallman Street PA 15222
Park Pizza & Cream,-79.8973965,40.439574,7600 Forbes Avenue PA 15221
Sophia’s Event Venue,-80.107092,40.480974,318 Forest Grove  Road PA 15108
Acrisure Stadium / 5.31.02 West End Bridge Grill #426,-80.01574,40.4467,500 Art Rooney Avenue PA 15212
Hometown Burgers & Deli,-79.8744285,40.298742,68 Maple Avenue PA 15025
Space Bar,-80.002809,40.441221,22 Market Square PA 15222
Nick Marie's Esta Esta,-79.771346420593,40.4382132262553,4000 Wm Penn  Highway PA 15146
Pizza Station,-80.0587665,40.497327,616 Lincoln Avenue PA 15202
Slice on Broadway @ SouthSide Works Town Center,-79.965486,40.427874,440 Cinema Drive PA 15203
VFW / West View Post 2754,-80.0300475,40.51818,386 Perry  Highway PA 15229
B P O E / Elks Club #339 Allegheny,-80.000883,40.451796,400 Cedar  Avenue PA 15212
Acrisure Stadium / Room #400B Beverage Refill #418,-80.01574,40.4467,500 Art Rooney Avenue PA 15212
Scoops in Sewickley,-80.1795195,40.538808,600 Beaver Street PA 15143
Wingstop #2230,-80.060652,40.491252,4500 Ohio River  Boulevard PA 15202
Mamma Lucia Pizzeria,-79.99803,40.441392,535 Smithfield Street PA 15222
The Lunch Box,-80.00739,40.456953,1307 Federal Street PA 15212
Brave Bean Coffee Company,-79.7766615,40.402134,550 Broadway Boulevard PA 15140
Z!EATS,-79.880985,40.488327,1137 Freeport  Road PA 15238
Infinity Bar & Hookah Lounge,-79.978644,40.385097,2612 Brownsville Road PA 15227
Emma’s Kafe & Deli,-80.0831655,40.346604,1580 McLaughlin Run Road PA 15241
The Sandwich Shoppe,-80.0151165,40.452462,822 Western Avenue PA 15233
PJ's Bar,-79.8411465,40.329351,3405 Walnut Street PA 15132
Butterjoint,-79.9507305,40.450131,208 Craig Street PA 15213
Pittsburgh Winery,-79.9753635,40.45725,2815 Penn Avenue PA 15222
Mijo @ Federal Galley,-80.006013,40.451517,200 Childrens Way PA 15212
Nick’s Pizza,-80.034822,40.3695,329 Mt Lebanon Boulevard PA 15234
Sicilianos Pizzeria ,-79.858278,40.620573,86 East Union Road PA 15024
Young Men's Republican Club of Allegheny / YMR Club ,-79.9986015,40.455396,631 Suismon  Street PA 15212
Ali Baba Authentic Middle Eastern Food ,-79.94889,40.445091,404 Craig  Street PA 15213
Subba Asian Restaurant,-80.0008965,40.453605,422 Ohio Street PA 15212
EYV Restaurant,-80.000838,40.453614,424 Ohio Street PA 15212
Swaagat Indian Cuisine,-79.9140947188678,40.5486763007714,3392 Saxonburg Boulevard PA 15116
Viet Nom Nom ,-79.9228035,40.437576,1715 Murray Avenue PA 15217
Generoasta Coffee Co,-80.091639,40.655691,901 Warrendale Village Drive PA 15086
Johnny's Diner,-80.0314065,40.433715,1900 Woodville Avenue PA 15220
Acrisure Stadium / 6.47.03 Steel City Classics #539,-80.01574,40.4467,500 Art Rooney Avenue PA 15212
Caribbean Village Fusion,-79.953831,40.43664,3507 Cable Place PA 15213
Chicken Hut,-79.891335,40.34925,201  3rd Street PA 15034
Squirrel Hill Market,-79.9232445,40.432869,2130  Murray Avenue PA 15217
Charley's Grilled Subs #466,-80.157114,40.454541,100 Robinson Centre Drive PA 15205
Frank's Pizza & Chicken,-79.962435,40.526091,1722 Mt Royal Boulevard PA 15116
Smoke N' Guns,-79.841205,40.523967,800 Allegheny River Boulevard PA 15139
Dee Dee Thai,-79.7842845,40.541337,555 Pittsburgh Street PA 15144
Lighthouse Cafe @ Mt. Lebanon Outdoor Swim Center,-80.0553285,40.374054,900 Cedar  Boulevard PA 15228
Mickey T's,-79.80345,40.377726,1100 Lincoln Hwy PA 15137
Wildwood Golf Clubhouse Restaurant,-79.9845615,40.577562,2195 Sample Road PA 15101
McDonald's #6778,-79.8886665,40.444632,430 Penn Avenue PA 15221
Dor-Stop Restaurant,-80.0347815,40.395942,1430 Potomac Avenue PA 15216
Teutonia Mannerchor,-79.9949655,40.455171,857 Phineas Street PA 15212
Mandy’s Pizza,-80.033949,40.521933,512 Perry Highway PA 15229
Row House Cinema - Hollywood,-80.035344,40.396131,1449 Potomac Avenue PA 15216
Sidecar,-79.9506315,40.44996,200 Craig Street PA 15213
Amili's Pizzeria,-79.9918335,40.406292,1021 Brownsville  Road PA 15210
Fet-Fisk Restaurant ,-79.947333,40.460481,4786 Liberty Avenue PA 15224
Senza,-79.9437285,40.496895,372 Butler Street PA 15223
Parkhurst Dining @ Eaton Cafeteria ,-80.200422,40.493718,1000 Cherrington  Parkway PA 15108
Rising Crust Pizzeria,-79.948512,40.493367,183 Butler Street PA 15223
Acrisure Stadium / 6.19.02 Steel City Classics #515,-80.01574,40.4467,500 Art Rooney Avenue PA 15212
Avalon Social,-79.9825455,40.429008,1601 Carson Street PA 15203
Ebbie’s Craft Kitchen and Catering,-79.7704515,40.442823,4366 Old William Penn Highway PA 15146
Novaria Coffee Company,-79.9844985,40.450536,1812 Penn Avenue PA 15222
Anthos Bakery & Cafe,-80.0251065,40.365603,3803 Willow Avenue PA 15234
Wingstop #2466,-80.219277,40.521555,5990 University Boulevard PA 15108
Press House Coffee,-80.1802035,40.540509,505 Broad Street PA 15143
Original Hometown Pizza,-80.221833,40.503105,9155 University Boulevard PA 15108
JD’s Joint,-80.098128,40.474719,564  Pine Hollow Road PA 15136
IHOP #3238,-79.923402,40.415013,4656 Browns Hill  Road PA 15217
The Tenth Floor,-79.7698485,40.439025,4099 William Penn Highway PA 15146
Noodles & Company,-79.92774,40.462254,5804 Penn Avenue PA 15206
CoStar Brewing,-79.9446060189999,40.5114659280001,323 Butler Street PA 15223
Kulcher Kitchen,-79.968699,40.427316,2526 Carson Street PA 15203
Girasole,-79.934625,40.451211,733 Copeland Street PA 15232
TallGrass Burger,-79.954992,40.436928,400 Semple Street PA 15213
Bird Dogs Sports Bar & Grill,-79.7141295,40.634433,2615 Freeport  Road PA 15065
Beer & Cheers,-79.960104,40.471497,4327 Butler Street PA 15201
7 Twelve Table & Taphouse,-79.958016,40.324626,650 Old Clairton Road PA 15236
Fraternal Order of Eagles Aerie #1134,-80.0899785,40.404627,202 3rd Avenue PA 15106
Piper's Pub,-79.9794585,40.428432,1828 Carson Street PA 15203
Harvest Moon Coffee & Chocolates,-79.7252625,40.622202,1705 Union Avenue PA 15065
MiFan,-79.9271505,40.460472,5923 Baum Boulevard PA 15206
Nova Cafe,-79.97166,40.479282,224 Grant Avenue PA 15209
Stello's Pizzeria,-79.8327405,40.61709,10 Creighton Russellton Road PA 15076
Needle and Bean ,-80.0369865,40.375962,320 Castle Shannon Boulevard PA 15234
Cafe A Mano,-80.153244,40.514076,401 Ferree  Street PA 15108
Acrisure Stadium / Room #400A Beverage Refill #426,-80.01574,40.4467,500 Art Rooney Avenue PA 15212
Vento’s Pizza,-79.923303,40.464351,420 Highland Avenue PA 15206
Souper Bowl,-79.9912575,40.438593,910 5th Avenue PA 15219
CMU / College of Fine Arts / Elegant Edge @ Zebra Lounge,-79.9429725,40.441581,4919 Frew Street PA 15213
Raising Cane's Chicken Fingers #933,-80.121051,40.356927,189 Millers Run Road PA 15017
Albert's Lounge,-80.036046,40.397688,2856 Broadway  Avenue PA 15216
Big Dogs ,-79.807851,40.541049,1435 Freeport Road PA 15024
Polish National Alliance Local #599,-79.723089,40.609611,14 Linden Street PA 15065
Chick-Fil-A ,-80.157114,40.454541,100  Robinson Centre Drive PA 15205
Acrisure Stadium / 3.37.01 Caliente #230,-80.01574,40.4467,500 Art Rooney Avenue PA 15212
Mama Lena’s Fire House Grill,-80.0991855,40.474395,13 Fairhaven  Road PA 15136
Rita's Italian Ice,-79.9704585,40.394151,2872 Custer  Avenue PA 15227
The Turnaround Restaurant ,-79.904916,40.276764,2238 Route 51 Highway PA 15025
Bubble Bee,-79.9265974039999,40.4591914170001,4815 Centre Avenue PA 15213
Jeni’s Splendid Ice Creams #97,-79.9652925,40.427631,447 Cinema Drive PA 15203
Ralph's Bar,-79.988418,40.418433,1 Amanda Street PA 15210
Muddy Waterz Bar & Grill,-79.801029,40.316994,300 Smithfield Street PA 15135
Domino's Pizza #4439,-79.908876,40.388337,3415 Run Road PA 15120
Lafayette Bar & Hotel,-79.937613,40.494105,301 Main Street PA 15215
Acclamation Brewing,-79.847082,40.500018,314 Arch Street PA 15147
Subway Sandwiches & Salads #41022,-80.007255,40.43007,219 Shiloh Street PA 15211
Dairy Queen Of White Oak,-79.8095385,40.337487,1990 Lincoln  Way PA 15131
American Serbian Club of Pittsburgh,-79.969302,40.42647,2524 Sarah St PA 15203
The Pike Bar and Grill,-79.8376545,40.414419,944 Greensburg Pike PA 15112
Acrisure Stadium / 6.39.02 Caliente + Goal Line Stand #531,-80.01574,40.4467,500 Art Rooney Avenue PA 15212
Taco Bell #40376,-80.1198585,40.356099,177 Millers Run Road PA 15017
"Layali Pizza, Fish and Chicken",-79.8485445,40.418181,2147B Ardmore Boulevard PA 15221
"The Mill Food Co. #115,116,117 / The Hungry Cowgirl Cocina",-79.953228,40.455279,451 Melwood Avenue PA 15213
Diamond Run Golf Clubhouse,-80.1029025,40.557501,132 Laurel Oak Drive PA 15143
McDonald's #7683,-80.1555795,40.448322,6380 Steubenville Pike PA 15205
Wexford Public,-80.0611065,40.632588,12087 Perry Highway PA 15090
Schenley Park Cafe and Visitor Center,-79.946523,40.438332,101 Panther Hollow  Road PA 15213
Steel Valley Roasters,-79.9107615,40.407543,207 8th Avenue PA 15120
Coco Wawa Hot Chicken,-79.9872075,40.395573,1914 Brownsville Road PA 15210
Bosphorus Mediterranean Cuisine,-79.897203,40.439601,7606 Forbes Avenue PA 15221
King Fried Chicken ,-80.040645,40.444227,1000 Chartiers  Avenue PA 15220
The Half Time Lounge,-79.950123,40.384962,1413 Cathell  Road PA 15236
Juliano's Restaurant,-80.1261405,40.450212,5476 Steubenville Pike PA 15136
EatUnique,-79.952328,40.452039,305 Craig Street PA 15213
Field Day Cafe,-79.964433,40.466367,3706 Butler Street PA 15201
Lelulo's Pizzeria,-79.777116,40.489362,415 Unity Center Road PA 15239
Raising Cane’s Chicken Fingers #1002,-79.825455,40.38498,298 Lincoln Highway PA 15137
Fix Me A Plate Southern BBQ,-79.834932,40.425327,637 Brown Avenue PA 15145
Arby's #1691,-79.9467795,40.606803,5030 Route 8 PA 15044
Starbucks Coffee #2900,-79.9543215,40.455315,425 Craig  Street PA 15213
51 Wings & Fish,-79.983666,40.368447,4022 Saw Mill Run Boulevard PA 15227
Dee's Cafe,-79.9846425,40.428585,1314 Carson Street PA 15203
The Alpine,-80.025012,40.411008,1544 Beechview Avenue PA 15216
Wiggy's Restaurante,-80.0554545,40.427298,2350 Noblestown  Road PA 15205
Vibrant Sunshine Juicery Cafe,-79.897905,40.488201,103 Delafield  Road PA 15215
Hoople's Public House,-79.9859745,40.390722,2221 Brownsville Road PA 15210
Mitchell's Bar & Restaurant,-79.9965225,40.437099,304 Ross Street PA 15219
Vocelli Pizza,-80.0383095,40.392018,3060 West Liberty Avenue PA 15216
Robert Morris University / Island Sports Center Cafe,-80.149914,40.518846,7600 Grand  Avenue PA 15225
The Breakfast Spot,-79.9784415,40.385619,2605 Brownsville Road PA 15227
 Wise County Cafe,-80.016831,40.452246,911 Galveston Avenue PA 15233
Chipotle Mexican Grill #4622,-79.9589295,40.439907,3510 Forbes Avenue PA 15213
Mechanic Coffee Company ,-79.930197,40.456278,5830 Ellsworth Avenue PA 15232
Vocelli Pizza,-80.0690895,40.39119,2101 Greentree Road PA 15220
Acrisure Stadium / 5.29.02-03 Grid Iron Grill & First Down Fries #424,-80.01574,40.4467,500 Art Rooney Avenue PA 15212
VFW / Post #5008,-79.8347295,40.412232,429 Cline  Street PA 15112
Kiku Japanese Restaurant,-80.005914,40.43385,225 Station Square Drive PA 15219
Pittsburgh Bottleshop,-80.095545,40.382451,1597 Washington Pike PA 15017
Acrisure Stadium / 6.11.03 Caliente + Goal Line Stand #508,-80.01574,40.4467,500 Art Rooney Avenue PA 15212
Fresh Prep PGH,-79.809147,40.482747,6515  Saltsburg Road PA 15235
Chipotle Mexican Grill #4646,-79.8024465,40.569507,1003 Village Center Drive PA 15084
Squatch Brewing Taproom,-79.7641526502806,40.4606101656899,203 Townsend Drive PA 15146
CARES CommuniTEA Cafe,-79.982118,40.442319,1836 Centre Avenue PA 15219
Little Viet Kitchen,-80.0390745,40.584573,195 Blazier Drive PA 15237
Deutschtown Deli,-80.0014815,40.453164,401 Ohio Street PA 15212
Subway Sandwiches & Salads ,-79.8268005,40.464873,11667 Penn Hills Drive PA 15235
Gateway Clipper / The Countess,-80.0077365,40.435443,350 Station Square Drive PA 15219
Walker's Bar & Grill,-80.230212,40.565943,176 McGovern Boulevard PA 15046
The Salad Place / Istanbul Grille @ Oxford Center,-79.998606,40.437999,301 Grant Street PA 15219
Otaru Japanese Restaurant ,-80.018208,40.437936,1200 Grandview Avenue PA 15211
Wingstop #2557,-79.8270705,40.46265,44 Federal Drive PA 15235
Greenhouse Co-op Cidery,-79.9404345,40.426191,557 Greenfield  Avenue PA 15207
Starbucks Coffee #69128,-79.986924,40.450581,1701 Smallman Street PA 15222
Fish & Chicken Boss,-79.9871715,40.395132,1926 Brownsville Road PA 15210
Cafe One Eleven,-79.8869205,40.272498,111 2nd Avenue PA 15037
Rita's Italian Ice & Frozen Custard,-79.95789,40.441905,3712 5th Avenue PA 15213
Domino’s Pizza #4408,-79.919856,40.297941,1607 State Route 51 PA 15025
Above & Beyond Kitchen ,-79.9671915,40.386186,807 Glass Run Road PA 15227
Parkway Theatre Film Lounge,-80.0724195,40.472019,644 Broadway Avenue PA 15136
Scoops & More,-80.1742995,40.444641,7012 Steubenville Pike PA 15071
David's Diner,-79.7709915,40.555827,2800 Freeport Road PA 15144
Dari-Villa Restaurant,-80.0575605,40.496427,559 Lincoln  Avenue PA 15202
Rockwell's Red Lion Restaurant,-79.8874515,40.272138,201 2nd  Avenue PA 15037
Espresso A Mano,-80.034426,40.395438,1412 Potomac Avenue PA 15216
CO Z Tavern,-79.98741,40.415742,206 Brownsville Road PA 15210
Domino's Pizza #3275,-79.983666,40.375314,3300A Saw Mill Run  Boulevard PA 15227
Rivers Casino / Black Card Lounge,-80.0218575,40.447134,777 Casino Drive PA 15212
Pino's Mercato,-79.9144875,40.450248,6738 Reynolds Street PA 15206
Subway Sandwiches & Salads #58298,-80.091279,40.6152,2612 Brandt School Road PA 15090
Starbucks #66503,-80.110287,40.365792,1031 Washington  Pike PA 15017
Jimmy John's,-79.915779,40.457196,180 Bakery Square Boulevard PA 15206
The Coxcomb,-79.707933,40.427316,5060 William Penn Highway PA 15146
Eadie's Kitchen & Market,-79.9958925,40.439646,500 Grant Street PA 15219
Nana's New York Hot Dog Shop,-80.0065485,40.455927,1110 Federal Street PA 15212
China House,-79.805574,40.336083,2001 Lincoln Way PA 15131
Evergreen Cafe,-79.8985485,40.448133,7328 Penn  Avenue PA 15208
Station No. 5,-80.0813295,40.638006,185 Bradford Road PA 15015
IKEA Restaurant,-80.1680895,40.451868,2001 Park Manor Boulevard PA 15205
The Pizza Company,-79.967673,40.385574,3050 Churchview Avenue PA 15227
Novo Asian Food Hall / Sumi's Cakery 2,-79.98498,40.451868,1931 Smallman Street PA 15222
Novo Asian Food Hall / Kung Fu Chicken,-79.98498,40.451868,1931 Smallman Street PA 15222
Mad Chicken,-79.9842825,40.42863,1324  Carson Street PA 15203
Diamond Run Halfway House,-80.1029025,40.557501,132 Laurel Oak Drive PA 15143
North Park Lounge,-80.0168175,40.566078,8701 Babcock Boulevard PA 15237
Community Hub / The Well Coffee Shop,-80.0032005,40.454001,801 Union Place PA 15212
Taqueria el Buen Pastor ,-80.021574,40.286772,4112 Brownsville Road PA 15129
Acrisure Stadium / 2.26.02-03 Goal Line Stand #120,-80.01574,40.4467,500 Art Rooney Avenue PA 15212
Fish Nor Fowl,-79.931448,40.464063,5523 Penn Avenue PA 15206
Novo Asian Food Hall / Bar,-79.98498,40.451868,1931 Smallman Street PA 15222
Acrisure Stadium / 6.15.02-03 Heinz Red Zone #511,-80.01574,40.4467,500 Art Rooney Avenue PA 15212
Acrisure Stadium / 3.18.02 Old Allegheny Cafe #215,-80.01574,40.4467,500 Art Rooney Avenue PA 15212
CMU / Scaife Hall / Redhawk Coffee Co.,-79.947333,40.441815,4805 Frew  Street PA 15213
The Black Canary Coffee & Ice Cream,-79.862373,40.492998,276 Freeport Road PA 15238
Thompson Run Athletic Assn,-79.897599,40.373082,4901 Ball Ave PA 15122
Popeyes Louisiana Kitchen,-79.8286095,40.539771,7 Landings Drive PA 15238
Arthur’s Korner Pub,-80.044119,40.387032,4 Bower Hill Road PA 15228
Subway Sandwiches & Salads #29637,-80.001792,40.358232,5301 Grove Road PA 15236
Huntz Tavern,-79.947738,40.503105,645 Butler Street PA 15223
Presutti's,-80.074782,40.413168,415 Noblestown  Road PA 15106
Centred Coffee and Wellness,-79.924311,40.459842,6015 Stevenson Place PA 15206
Frosty Cone,-79.8759765,40.278591,740 McKeesport Road PA 15037
Convive Coffee North Shore,-80.007894,40.446297,225 Shore Drive PA 15212
Rita's Italian Ice,-79.9793865,40.337244,229 Curry Hollow Road PA 15236
South Hills Country Club #10,-79.9855425,40.360941,4305 Brownsville  Road PA 15236
Queen Beans Cafe,-80.1666945,40.518216,900 5th Avenue PA 15108
Cooked Goose Catering / The Goose Express,-80.218485,40.439322,7851 Steubenville Pike PA 15071
Raising Cane’s Chicken Fingers #934,-79.9586055,40.441383,3610 5th  Avenue PA 15213
Curbside On The Run ,-79.85592,40.509882,1101 Powers Run Road PA 15238
Deniz Mediterranean Cuisine ,-80.007021,40.528665,4846 McKnight Road PA 15237
La Tavola Italiana,-80.005653,40.426794,1 Boggs  Avenue PA 15211
Espresso A Mano,-79.9650855,40.466079,3623 Butler  Street PA 15201
Novo Asian Food Hall / Korea Garden II,-79.98498,40.451868,1931 Smallman Street PA 15222
Frank's Pizza & Chicken,-79.973478,40.486725,641 North Avenue PA 15209
Potato Bar,-80.00847,40.542894,1000 Ross Park Mall Drive PA 15237
The Sauce Pot,-80.1699255,40.519818,807 5th Ave PA 15108
Shannopin Country Club Restaurant,-80.069193,40.514517,1 Windmere Rd PA 15202
VFW  / Post #6664 Library,-80.022798,40.287393,6544 Church  Street PA 15129
D's Bubble Tea and Cafe,-79.9752285,40.373235,3623 Brownsville Road PA 15227
Lillen's Restaurant,-79.999407,40.453506,535 Ohio Street PA 15212
24 Carrot Juice,-79.9544295,40.465629,4114 Penn Avenue PA 15224
Starbucks Coffee #69771,-80.0366625,40.585419,95 Blazier Drive PA 15237
Burger King #1279,-79.7301135,40.620285,1513 Freeport Road PA 15065
LeMont Restaurant,-80.017821,40.437783,1114 Grandview Ave PA 15211
Grieco's Carefree Inn,-79.859349,40.567779,903 Route 910 PA 15051
Choices Lounge,-79.973838,40.448898,2404 Webster Avenue PA 15219
Rita's Italian Ice of White Oak,-79.8083082907507,40.3386975660697,1985 Lincoln Way PA 15131
The Pitch on Butler,-79.9579665,40.474602,4717 Butler Street PA 15201
Headley's Brewing Company,-80.0877735,40.390587,1743 Railroad Street PA 15106
Lilith,-79.927551,40.457826,238 Spahr Street PA 15232
Angelia’s Pizza,-80.236134,40.442211,410 Penn Lincoln Drive PA 15126
Spoonwood Brewing Co,-80.0140095,40.345389,5981 Baptist  Road PA 15236
3B’s Nut Hut ,-79.913025,40.38795,601 Longfellow Drive PA 15120
Brewer's Bar,-79.9677945,40.461498,3315 Liberty Avenue PA 15201
Taquito's Diner,-79.9743375,40.481847,305-307 North Avenue PA 15209
Brownsville Beer Outlet ,-79.989264,40.402737,1303 Brownsville Road PA 15210
Vocelli Pizza,-79.9593345,40.517262,1019 Mt Royal Boulevard PA 15223
A & E Eat'z,-80.0617275,40.472802,706 Island Avenue PA 15136
Clairton Sportsmen's Club,-79.9133085,40.320477,412 Coal Valley Road PA 15025
Fair Oaks Lounge,-80.2130715,40.581099,660 Ambridge  Avenue PA 15003
Paisano's Restaurant & Pizzeria ,-79.992909,40.421916,821 Warrington  Avenue PA 15210
Franklin Inn,-80.0781075,40.578291,2313 Rochester Road PA 15237
Riggs Lounge & Restaurant,-80.014599,40.454757,1206 Brighton Road PA 15233
Onion Maiden ,-79.9959105,40.421862,639 Warrington Avenue PA 15210
Bar Botanico,-79.9600995,40.47138,4325 Butler Street PA 15201
Poetry Lounge,-79.9741665,40.482126,313 North Avenue PA 15209
Wingstop #2445,-80.095545,40.382451,1597 Washington  Pike PA 15017
Novo Asian Food Hall / Teachana,-79.98498,40.451868,1931 Smallman Street PA 15222
Rivers Casino / Starbucks,-80.0218575,40.447134,777 Casino Drive PA 15212
H & H Lounge,-79.7899275,40.493457,1903 Leechburg  Road PA 15235
Franco's Pizza,-79.7838165,40.49055,138 Unity Center Road PA 15239
Sunny Jim's Tavern,-80.09388,40.517262,255 Camp Horne  Road PA 15202
Molnar's Lounge & Restaurant,-79.855344,40.231089,2550 Hayden  Boulevard PA 15037
Lincoln Pharmacy / Lincoln’s P&G Diner,-79.9742565,40.481496,232 North Avenue PA 15209
Zarra's,-79.9542945,40.454721,3887 Bigelow  Boulevard PA 15213
Cousins Lounge,-79.9712775,40.47867,203 Grant Avenue PA 15209
De Blasio's,-80.0660295,40.392396,1717 Cochran Road PA 15220
Club Cafe,-79.9866,40.428936,56 12th Street PA 15203
Blinky's Noble Grill & Bar,-80.0554545,40.427298,2350 Noblestown  Road PA 15205
Carl's Tavern,-79.8166911153037,40.431384863498,3386 Wm Penn Hwy PA 15235
Roland's Seafood Grill,-79.9843095,40.450653,1904 Penn Avenue PA 15222
Tazza d'oro Cafe,-79.918848,40.474881,1125 Highland Avenue PA 15206
Number Ten @ Butler's Golf Course ,-79.812666,40.267611,800 Rock Run Road PA 15037
P&G's Pamela's Diner,-79.932798,40.451616,5527 Walnut  Street PA 15232
Apple Inn,-80.034246,40.394817,2895 West Liberty  Avenue PA 15216
Bob Evans Restaurant #109,-80.222481,40.508631,8405 University Blvd PA 15108
Fox's Pizza Den,-79.9671825,40.364253,1500 Radford Rd PA 15227
Carriage Inn,-79.8439005,40.284918,1601 Lovedale  Road PA 15037
Sportsman's Bar,-79.8743835,40.295619,330 State Street PA 15025
Wilson Park / Greentree Pool Snack Bar,-80.051481,40.418478,875 Poplar Street PA 15220
Bellisario's Pizza,-79.8721785,40.364748,1842 Homeville Rd PA 15122
Mary Jo's Pizzeria,-79.816113,40.423662,129 Leneake Street PA 15145
JB's Roadside Bar & Grill,-79.846506,40.647798,1633 Saxonburg Boulevard PA 15084
Tim's Corner Bar,-79.8959655,40.272705,700 4th  Avenue PA 15088
Jackman Inn,-80.0654895,40.496418,918 Jackman Ave PA 15202
Asti's Italian Steakhouse @ Grand View Golf Club,-79.8558435,40.403304,1000 Clubhouse Drive PA 15104
Poor Harry's Bar,-79.790265,40.493313,1811 Leechburg Rd PA 15235
VFW /  Post #3372 Leetsdale,-80.2062225,40.563387,515 Beaver  Street PA 15056
Art's Tavern,-79.9741395,40.457646,2852 Penn Avenue PA 15222
Kentucky Fried Chicken #51,-79.973289,40.345218,5130 Clairton Blvd PA 15236
Oakmont Country Club Restaurant,-79.827048,40.525956,1233 Hulton Rd PA 15139
Salvatore's Pizza House,-79.8855885,40.44357,612 Penn  Avenue PA 15221
Bob's Garage,-79.8723855,40.489596,1372 Freeport Road PA 15238
The Rusty Nail,-80.057394,40.496661,560 Lincoln  Avenue PA 15202
Wise Guys Pizza,-80.031105,40.476321,1223 Woods Run PA 15212
Bruegger's Bagel Bakery,-79.980327,40.428954,1801 Carson Street PA 15203
Starbucks Coffee #80288,-80.0567415,40.631769,120 Towne Centre  Boulevard PA 15090
Big E's Bar & Grill,-79.8072615,40.242753,2101 Douglas Run Road PA 15083
Primo's Tacos & Tequila,-79.9231455,40.350609,3230 Lebanon Church Road PA 15122
Hyatt Place Pittsburgh Airport/The Placery Restaurant ,-80.1608085,40.445766,6011 Campbells Run Road PA 15205
Wei Lai Dim Sum,-80.0156205,40.553352,3200 McIntyre Square Drive PA 15237
TA'conTODO Taqueria,-80.054289,40.626216,11566 Perry Highway PA 15090
IHOP #3223,-80.169381,40.456458,1002 Sutherland  Drive PA 15205
Philly Pretzel Factory #141,-79.773291,40.437954,3968 William Penn Highway PA 15146
Late Addition Brewing + Blending,-80.0159625,40.451895,847  Western Avenue PA 15233
Pepito’s Place,-80.018325,40.392864,919 Brookline Boulevard PA 15226
Raising Cane's Chicken Fingers #1049,-79.9481205,40.335741,410 Clairton  Boulevard PA 15236
Chipotle Mexican Grill #5074,-80.046036,40.418082,978 Greentree Road PA 15220
Tropical Smoothie Cafe,-80.0512335,40.604094,10339 Perry  Highway PA 15090
P Town Bar ,-79.948827,40.453875,4740 Baum  Boulevard PA 15213
All American Field House / Courtside Cafe,-79.785351,40.432806,1 Racquet Lane PA 15146
Proof Sports Bar,-80.020701,40.393962,734 Brookline Boulevard PA 15226
